SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
70,DC:A6:32:33:B0:BC,2020-07-23 10:16:32.221827,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
71,DC:A6:32:33:B0:BC,2020-07-23 10:16:34.226896,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-49
72,DC:A6:32:33:B0:BC,2020-07-23 10:16:36.231954,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
73,DC:A6:32:33:B0:BC,2020-07-23 10:16:37.835126,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-49
74,DC:A6:32:33:B0:BC,2020-07-23 10:16:38.011801,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
75,DC:A6:32:33:B0:BC,2020-07-23 10:16:39.475826,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
76,DC:A6:32:33:B0:BC,2020-07-23 10:16:40.530217,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
77,DC:A6:32:33:B0:BC,2020-07-23 10:16:42.159670,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-49
78,DC:A6:32:33:B0:BC,2020-07-23 10:16:44.164679,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
79,DC:A6:32:33:B0:BC,2020-07-23 10:16:45.178506,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
80,DC:A6:32:33:B0:BC,2020-07-23 10:16:47.183660,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
81,DC:A6:32:33:B0:BC,2020-07-23 10:16:49.188735,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-49
82,DC:A6:32:33:B0:BC,2020-07-23 10:16:51.193794,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-53
83,DC:A6:32:33:B0:BC,2020-07-23 10:16:52.209914,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-54
84,DC:A6:32:33:B0:BC,2020-07-23 10:16:54.215140,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-51
85,DC:A6:32:33:B0:BC,2020-07-23 10:16:55.468762,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-57
86,DC:A6:32:33:B0:BC,2020-07-23 10:16:57.474072,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-49
87,DC:A6:32:33:B0:BC,2020-07-23 10:16:59.017207,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
88,DC:A6:32:33:B0:BC,2020-07-23 10:17:01.023139,ad567886-ccee-11ea-a86d-dca63233b0bb,1,1,1,-50
