SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
76,DC:A6:32:33:B0:BC,2020-07-11 10:43:31.290020,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
77,DC:A6:32:33:B0:BC,2020-07-11 10:43:32.158205,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-54
78,DC:A6:32:33:B0:BC,2020-07-11 10:43:33.140710,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-55
79,DC:A6:32:33:B0:BC,2020-07-11 10:43:34.158292,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-55
80,DC:A6:32:33:B0:BC,2020-07-11 10:43:35.430817,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-55
81,DC:A6:32:33:B0:BC,2020-07-11 10:43:36.143870,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-54
82,DC:A6:32:33:B0:BC,2020-07-11 10:43:37.089520,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-54
83,DC:A6:32:33:B0:BC,2020-07-11 10:43:38.178259,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-54
84,DC:A6:32:33:B0:BC,2020-07-11 10:43:40.183373,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-54
85,DC:A6:32:33:B0:BC,2020-07-11 10:43:42.188373,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
86,DC:A6:32:33:B0:BC,2020-07-11 10:43:43.409566,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
87,DC:A6:32:33:B0:BC,2020-07-11 10:43:44.006969,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
88,DC:A6:32:33:B0:BC,2020-07-11 10:43:45.377145,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
89,DC:A6:32:33:B0:BC,2020-07-11 10:43:46.348369,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
90,DC:A6:32:33:B0:BC,2020-07-11 10:43:48.353359,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
91,DC:A6:32:33:B0:BC,2020-07-11 10:43:49.725906,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
92,DC:A6:32:33:B0:BC,2020-07-11 10:43:51.629026,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
93,DC:A6:32:33:B0:BC,2020-07-11 10:43:52.045800,c3e0373c-c383-11ea-af2e-dca63233b0bb,1,1,1,-53
